route_id|visit_date|seller_code|customer_code|visit_city|planned_visits|actual_visits|km_travelled|travel_expense|road_toll|trip_status|notes
RT-00468|2025/03/16|VDR0011|CLI0237|Grenoble|3|1|247,3|137,11|23,43|COMPLETED|Client absent
RT-00469|2024/10/30|VDR0024|CLI0049|Rufisque|3|2|350,7|162,51|16,16|COMPLETED|Relance devis
RT-00470|2025-05-31|VDR0051|CLI0201|Rabat|8|6|347,7|161,01|51,45|CANCELLED|Client absent
RT-00471|2024-04-01|VDR0063|cli0113|Yamoussoukro|2|3|375.2|208.39|64.58|COMPLETED|Livraison en attente
RT-00472|2024-10-14|VDR0055|CLI0101|Cocody|5|5|152,0|112,77|49,00|COMPLETED|Relance devis
RT-00473|2024-04-20| VDR0028 |CLI0053|La Marsa|3|1|370.5|199.25|16.49|COMPLETED|Relance devis
RT-00474|25/05/2024|VDR0062|CLI0157|Sfax|8|8|262.0|144.01|48.65|PARTIAL|Livraison en attente
RT-00475|21/09/2024|VDR0063|CLI0044|Essaouira|3|3|110.2|81.18|61.80|PARTIAL|RAS
RT-00476|2024-04-03|vdr0059|CLI0184|Grenoble|3|2|81.0|45.93|57.27|PARTIAL|RAS
RT-00477|2025-05-02|VDR0064|CLI0083|Sfax|5|3|349,1|243,99|54,11|COMPLETED|Relance devis
RT-00478|2024-05-31|VDR0044|CLI0130|Safi|2|1|368,2|188,60|38,92|COMPLETED|Client absent
RT-00479|10/09/2024|VDR0063|CLI0064|Cocody|5|7|269.0|203.84|4.96|COMPLETED|Prospection
RT-00480|2025-03-01|VDR0007|CLI0172|Dakar|2|3|386.1|305.80|56.09|COMPLETED|Prospection
RT-00481|2024-12-29|VDR0023|CLI0154|Mahres|8|6|143.9|93.19|11.22|COMPLETED|Prospection
RT-00482|2024-06-02|VDR0019|CLI0029|Yamoussoukro|5|5|167,2|121,06|16,94|COMPLETED|Prospection
RT-00483|28/10/2024|VDR0039|CLI0114|Daloa|8|6|370.3|211.77|54.64|COMPLETED|Prospection
RT-00484|2025-01-21|VDR0065|CLI0176|Saint-Étienne|6|6|156,5|82,29|44,32|COMPLETED|Prospection
RT-00485|28/02/2025|VDR0030|cli0069|Yamoussoukro|5|6|89.9|51.92|11.08|COMPLETED|Livraison en attente
RT-00486|2024-05-17|vdr0004|CLI0168|Nanterre|7|6|164,4|83,90|18,58|PARTIAL|Livraison en attente
RT-00487|15/02/2025|VDR0030|CLI0112|MOHAMMEDIA|7|6|114.0|80.75|11.20|COMPLETED|Livraison en attente
RT-00488|10/06/2025|VDR0004|CLI0166|Tunis|4|2|285.9|150.90|47.05|COMPLETED|Client absent
RT-00489|2024-03-06|VDR0011|CLI0046|Taza|2|1|359.5|274.24|24.19|COMPLETED|Relance devis
RT-00490|01/11/2024|vdr0002|CLI0027|SAKIET EZZIT|2|4|324.2|188.26|36.16|PARTIAL|Client absent
RT-00491|2025-05-29|VDR0064|CLI0114|Daloa|5|4|273.5|214.09|33.85|COMPLETED|Relance devis
RT-00492|12/05/2024|VDR0028|CLI0076|GUÉDIAWAYE|2|4|281.7|142.64|60.46|COMPLETED|Prospection
RT-00493|28/06/2025|VDR0028|CLI0204|Nanterre|4|5|408.9|337.37|59.61|PARTIAL|Relance devis
RT-00494|11/10/2024|vdr0013|CLI0167|Sfax|7|6|80.2|39.65|35.72|COMPLETED|RAS
RT-00495|2024-12-22|vdr0026|cli0192|Casablanca|4|3|80.3|53.61|12.26|COMPLETED|RAS
RT-00496|2024-12-29| VDR0021 |CLI0237|Grenoble|8|10|184.3|95.53|50.59|CANCELLED|Client absent
RT-00497|2024-06-30|VDR0027|CLI0226|Ben Arous|6|7|368.2|264.84|57.38|CANCELLED|Relance devis
RT-00498|2024-06-30| vdr0051 |CLI0117|La Marsa|5|7|57.4|32.83|50.50|COMPLETED|Livraison en attente
RT-00499|2025/06/04|VDR0029|CLI0090|Abidjan|5|7|378.6|280.67|4.11|COMPLETED|RAS
RT-00500|08/03/2025|VDR0048|CLI0212|Bouaké|2|4|250.7|165.23|55.66|COMPLETED|Livraison en attente
RT-00501|2024-04-23|VDR0046|CLI0152|Grenoble|8|10|184.7|130.64|35.17|COMPLETED|Prospection
RT-00502|2025-02-12|VDR0050|CLI0196|Essaouira|8|8|84,2|57,25|6,12|COMPLETED|Relance devis
RT-00503|2024-01-10|VDR0057|CLI0189|TUNIS|3|5|135.6|107.76|1.46|COMPLETED|Livraison en attente
RT-00504|2025-02-09|VDR0063|CLI0006|Saint-Étienne|6|8|242,8|153,67|44,59|COMPLETED|Livraison en attente
RT-00505|2025-05-31|VDR0039|CLI0029|Yamoussoukro|3|3|181.4|142.50|33.73|COMPLETED|RAS
RT-00506|28/09/2024| VDR0038 |CLI0081|SFAX|6|5|19.0|13.59|33.46|COMPLETED|Relance devis
RT-00507|10/02/2024|VDR0051|CLI0103|Ben Arous|6|4|132,4|60,54|35,38|COMPLETED|Livraison en attente
RT-00508|2024-07-13|VDR0006|CLI0085|Dakar|7|9|210.4|141.06|40.23|COMPLETED|Relance devis
RT-00509|2025-01-14|VDR0002|CLI0013|Marrakech|2|2|15,3|11,29|49,39|COMPLETED|Prospection
RT-00510|09/04/2024|VDR0034|CLI0197|Marrakech|8|9|244.0|205.33|43.22|PARTIAL|RAS
RT-00511|27/06/2025|VDR0061|CLI0042|Guédiawaye|7|5|182,9|84,59|41,02|CANCELLED|Prospection
RT-00512|2024/05/14|VDR0006|CLI0101|Cocody|7|7|211,0|175,53|36,31|COMPLETED|Prospection
RT-00513|2025-03-22| VDR0062 |CLI0036|Grenoble|5|4|142,7|74,73|55,58|COMPLETED|Prospection
RT-00514|2025-05-06|VDR0050|CLI0078|Saint-Étienne|7|7|234,2|140,27|14,48|COMPLETED|Client absent
RT-00515|21/10/2024| VDR0043 |CLI0187|LYON|2|1|155,8|113,83|56,02|PARTIAL|Relance devis
RT-00516|2024-08-30|VDR0019|CLI0163|Thiès|5|4|407,8|252,93|17,60|COMPLETED|Prospection
RT-00517|23/06/2024|VDR0045|CLI0036|GRENOBLE|4|2|303,7|186,00|63,54|PARTIAL|RAS
RT-00518|06/01/2025|VDR0040|CLI0154|Mahres|5|6|52.6|30.13|30.66|PARTIAL|Prospection
RT-00519|2024-04-24|VDR0060|cli0031|Créteil|4|6|159,3|100,96|16,90|COMPLETED|Relance devis
RT-00520|2024-03-26| VDR0009 |CLI0177|MBOUR|8|10|96.4|78.80|63.73|PARTIAL|Relance devis
RT-00521|2025-05-01|VDR0026|CLI0003|Settat|6|7|130,5|68,33|44,48|COMPLETED|Livraison en attente
RT-00522|2024-02-21|VDR0013|CLI0132|Sakiet Ezzit|2|2|243.6|151.02|31.09|PARTIAL|Livraison en attente
RT-00523|2024-03-07|VDR0040|CLI0058|Sfax|5|4|100.0|68.51|37.41|PARTIAL|RAS
RT-00524|2024/04/24|VDR0007|CLI0137|Abidjan|4|5|256,2|138,64|1,10|COMPLETED|Prospection
RT-00525|2024-10-21|VDR0022|CLI0167|Sfax|4|6|134.4|102.22|19.34|PARTIAL|Relance devis
RT-00526|2024-12-02|VDR0045|CLI0194|Settat|6|4|225.6|177.56|3.34|PARTIAL|Client absent
RT-00527|2024-11-02|VDR0025|CLI0164|MAHRES|8|9|261,4|211,60|30,04|COMPLETED|Client absent
RT-00528|2025-03-11|VDR0064|cli0195|Saint-Étienne|6|7|368.9|310.92|6.81|PARTIAL|Livraison en attente
RT-00529|2024-09-08|vdr0063|CLI0214|Rabat|4|4|233.2|158.71|57.69|PARTIAL|Relance devis
RT-00530|2025-04-24|VDR0007|CLI0095|Rabat|6|7|142.8|117.07|38.04|PARTIAL|Relance devis
RT-00531|2024-01-13|VDR0041|CLI0050|La Marsa|5|3|66,2|49,55|7,90|COMPLETED|Client absent
RT-00532|2024/11/18|VDR0045|CLI0032|ABIDJAN|5|3|113,6|77,20|44,86|COMPLETED|Client absent
RT-00533|2025-04-17|VDR0027|CLI0103|Ben Arous|4|6|43.2|28.01|24.64|COMPLETED|Client absent
RT-00534|2024-03-02|VDR0001|CLI0161|Nanterre|4|5|150.2|73.02|41.14|COMPLETED|Prospection
RT-00535|2024-12-21|VDR0015|CLI0026|Taza|3|4|168,8|140,54|39,87|COMPLETED|Relance devis
RT-00536|2025/02/23| VDR0001 |CLI0088|Kénitra|4|3|385,2|253,65|24,55|COMPLETED|Prospection
RT-00537|2024-07-28|VDR0043|cli0138|Tunis|7|7|368,2|226,02|17,26|COMPLETED|Client absent
RT-00538|2025-05-13|VDR0054|CLI0054|Paris|8|10|186,0|148,60|17,11|COMPLETED|Relance devis
RT-00539|2024-02-15|vdr0054|CLI0127|Mohammedia|7|9|177.9|124.65|44.98|COMPLETED|Prospection
RT-00540|2024/12/25|VDR0015|CLI0220|Meknès|8|8|301.3|200.38|58.03|CANCELLED|RAS
RT-00541|2024-04-18|VDR0050|CLI0215|Marrakech|4|2|352.0|187.00|61.56|COMPLETED|Livraison en attente
RT-00542|2024/08/15|vdr0030|CLI0055|Kénitra|8|9|178.9|112.67|53.91|PARTIAL|Relance devis
RT-00543|24/01/2024|vdr0024|CLI0140|Rufisque|3|3|66.7|37.07|10.85|COMPLETED|Prospection
RT-00544|2025-04-06|VDR0060|CLI0035|Casablanca|8|8|18,0|8,58|3,68|PARTIAL|Livraison en attente
RT-00545|2024-03-18|VDR0008|CLI0160|Guédiawaye|6|6|210.5|103.04|41.23|PARTIAL|Prospection
RT-00546|2025-02-20| VDR0027 |CLI0047|RUFISQUE|2|3|86,9|68,37|51,57|COMPLETED|Livraison en attente
RT-00547|2024-02-22| vdr0005 |CLI0050|La Marsa|6|7|138,7|67,92|24,80|PARTIAL|RAS
RT-00548|2024-12-09|VDR0031|cli0101|COCODY|5|4|376,8|180,12|23,43|COMPLETED|Client absent
RT-00549|07/12/2024|VDR0002|CLI0007|Fès|3|5|338,4|214,75|12,32|COMPLETED|Livraison en attente
RT-00550|2025-04-28|VDR0010|CLI0168|Nanterre|3|2|172,9|86,10|52,28|COMPLETED|Livraison en attente
RT-00551|2024-03-11|VDR0061|CLI0214|Rabat|4|4|17.5|9.59|3.50|COMPLETED|Relance devis
RT-00552|2024-01-16|VDR0019|CLI0088|Kénitra|6|6|88.3|66.41|9.22|COMPLETED|Client absent
RT-00553|2025-01-19|VDR0003|CLI0054|Paris|5|5|288.1|166.04|14.60|COMPLETED|Prospection
RT-00554|2024-12-19|VDR0046|CLI0150|Yamoussoukro|2|3|233,7|108,63|6,87|COMPLETED|Relance devis
RT-00555|2024-10-19|VDR0053|CLI0066|NANTERRE|5|7|209.0|150.44|8.25|PARTIAL|Relance devis
RT-00556|2024-03-31| VDR0015 |CLI0147|Nanterre|4|6|28.2|22.24|8.49|CANCELLED|Client absent
RT-00557|2025/02/06|VDR0017|CLI0214|Rabat|4|3|94.9|53.28|17.49|COMPLETED|Relance devis
RT-00558|2024-07-10|VDR0019|CLI0183|Guédiawaye|3|1|361,6|307,05|12,95|PARTIAL|RAS
RT-00559|2024/03/03|VDR0003|CLI0005|Marrakech|5|4|237.2|182.01|48.35|COMPLETED|RAS
RT-00560|04/05/2024|vdr0033|CLI0031|Créteil|2|0|179,5|122,39|55,63|COMPLETED|Relance devis
RT-00561|28/06/2025|VDR0059|CLI0190|Ben Arous|2|3|305.1|138.38|51.69|COMPLETED|Prospection
RT-00562|2025-02-01|VDR0032|CLI0011|COCODY|6|8|35,5|23,29|44,48|PARTIAL|Prospection
RT-00563|2024-04-04|VDR0048|CLI0178|Saint-Étienne|6|5|120,0|90,44|62,59|COMPLETED|Client absent
RT-00564|2024-10-11|VDR0053|CLI0106|MOHAMMEDIA|4|5|27,1|22,42|39,47|COMPLETED|Client absent
RT-00565|2024-09-30|VDR0003|CLI0208|SFAX|8|10|71,4|58,13|44,77|CANCELLED|Relance devis
RT-00566|2024-05-24|VDR0005|CLI0136|Mohammedia|2|3|155,4|86,22|21,11|COMPLETED|Relance devis
RT-00567|18/01/2024|VDR0002|CLI0076|GUÉDIAWAYE|6|4|50.3|42.60|36.40|COMPLETED|Prospection
RT-00568|2024/12/20|VDR0003|CLI0074|Essaouira|5|3|284,6|228,63|3,95|COMPLETED|RAS
RT-00569|2024/01/31|VDR0012|CLI0186|Paris|3|2|371.0|312.92|8.26|COMPLETED|Prospection
RT-00570|2024-01-12|VDR0064|CLI0189|Tunis|8|8|188.9|101.96|52.97|COMPLETED|Client absent
RT-00571|2025-03-26|VDR0054|cli0057|Thiès|4|5|360.1|280.91|1.63|PARTIAL|Relance devis
RT-00572|2024/06/01|VDR0034|CLI0061|Settat|5|3|156.6|101.24|26.64|COMPLETED|RAS
RT-00573|2025/06/05|VDR0051|CLI0217|Kénitra|8|9|184.4|151.94|60.57|PARTIAL|Relance devis
RT-00574|28/03/2025|VDR0035|CLI0203|Salé|5|6|267.5|209.17|43.06|COMPLETED|Livraison en attente
RT-00575|2025-05-09|VDR0039|CLI0038|SALÉ|4|4|65,8|50,97|19,99|PARTIAL|Relance devis
RT-00576|15/09/2024|VDR0046|CLI0042|Guédiawaye|6|5|159,6|72,92|25,98|COMPLETED|Client absent
RT-00577|2024-03-23|VDR0019|CLI0119|Abidjan|8|9|115.9|62.98|14.65|COMPLETED|Relance devis
RT-00578|2024-01-24| vdr0052 |CLI0104|Ben Arous|8|6|120,2|70,79|6,39|COMPLETED|Client absent
RT-00579|10/09/2024|VDR0004|CLI0031|Créteil|2|2|301.8|209.61|61.82|COMPLETED|RAS
RT-00580|29/02/2024|VDR0026|CLI0042|Guédiawaye|7|6|40,3|19,83|29,04|CANCELLED|Client absent
RT-00581|2024/10/31|VDR0061|CLI0209|Saint-Étienne|2|3|62.3|46.66|38.33|CANCELLED|Prospection
RT-00582|22/02/2024|VDR0065|CLI0067|Sfax|7|7|54,9|43,27|41,35|COMPLETED|Client absent
RT-00583|11/12/2024|VDR0022|cli0181|Sakiet Ezzit|5|4|63.3|42.62|43.94|COMPLETED|Relance devis
RT-00584|2024-04-24|VDR0054|CLI0028|Marrakech|6|8|187.8|92.85|40.01|COMPLETED|Relance devis
RT-00585|2024-05-03|VDR0026|cli0125|Settat|3|1|152.2|95.73|27.25|COMPLETED|Prospection
RT-00586|2025-04-21|VDR0065|CLI0009|Cocody|7|7|21.0|15.07|19.06|COMPLETED|Relance devis
RT-00587|2025-01-26|VDR0046|CLI0217|Kénitra|5|6|199.6|91.41|52.06|COMPLETED|Client absent
RT-00588|2024-04-01| VDR0042 |CLI0015|Ben Arous|8|9|313.0|252.86|53.52|COMPLETED|Prospection
RT-00589|2024-06-09|VDR0037|CLI0218|Sfax|7|5|100,8|70,36|56,27|PARTIAL|Livraison en attente
RT-00590|2024-03-17|VDR0002|CLI0081|Sfax|2|1|362.6|177.81|59.25|PARTIAL|Client absent
RT-00591|2024-12-03|VDR0030|CLI0080|Bouaké|2|0|237.7|137.95|53.31|COMPLETED|Relance devis
RT-00592|2024-05-05|vdr0041|CLI0121|Kénitra|4|4|114.9|85.92|59.44|COMPLETED|Livraison en attente
RT-00593|24/05/2025|vdr0065|CLI0026|TAZA|4|3|153.3|92.06|61.03|COMPLETED|Prospection
RT-00594|21/03/2025|vdr0048|CLI0198|Dakar|8|9|128.5|81.91|2.38|COMPLETED|Prospection
RT-00595|2025-05-07|VDR0030|CLI0124|Ben Arous|2|1|284,2|139,00|20,67|PARTIAL|Relance devis
RT-00596|2024-07-04|VDR0050|CLI0013|Marrakech|3|3|80.6|44.64|48.86|COMPLETED|Relance devis
RT-00597|2024-09-13|VDR0018|CLI0003|Settat|5|4|195.4|99.17|61.46|COMPLETED|Prospection
RT-00598|2024-05-08|VDR0028|cli0229|Ben Arous|7|9|229.3|179.85|39.48|COMPLETED|Client absent
RT-00599|28/02/2024|VDR0043|CLI0200|Thiès|3|3|165,1|74,69|51,23|COMPLETED|Prospection
RT-00600|2025-04-05| VDR0055 |CLI0066|Nanterre|4|3|329.5|238.14|47.96|COMPLETED|RAS
RT-00601|2024-01-29|VDR0031|CLI0213|Yamoussoukro|4|3|331.4|261.15|31.00|COMPLETED|Relance devis
RT-00602|15/04/2024|VDR0014|CLI0195|Saint-Étienne|5|5|45.4|32.26|31.86|PARTIAL|Prospection
RT-00603|2024-04-26|VDR0037|CLI0069|Yamoussoukro|5|7|354.0|237.67|2.10|COMPLETED|Client absent
RT-00604|2025-02-27| VDR0002 |CLI0025|Safi|4|3|418.7|302.07|17.46|CANCELLED|RAS
RT-00605|2025-02-13|VDR0025|CLI0115|Rabat|2|2|374.3|271.03|61.19|COMPLETED|RAS
RT-00606|2025-03-27|vdr0021|CLI0145|CRÉTEIL|5|6|127,8|107,55|59,53|PARTIAL|Livraison en attente
RT-00607|2024-11-28|VDR0014|CLI0179|Mbour|7|9|259.5|140.12|30.03|COMPLETED|RAS
RT-00608|2024-11-01|VDR0055|CLI0016|Daloa|5|6|65,8|41,52|41,98|COMPLETED|Livraison en attente
RT-00609|2025-01-17|VDR0003|CLI0116|Abidjan|6|8|307,7|191,99|53,04|COMPLETED|RAS
RT-00610|2024-06-24|VDR0006|cli0043|Dakar|2|2|90,4|68,76|61,39|PARTIAL|Prospection
RT-00611|2024-07-16|VDR0032|CLI0053|La Marsa|3|2|85,2|50,52|2,65|COMPLETED|Prospection
RT-00612|2024-10-17|VDR0043|CLI0204|Nanterre|2|1|305.8|242.23|37.76|PARTIAL|Prospection
RT-00613|2024/09/09|VDR0051|CLI0236|Mahres|5|4|81.1|36.73|34.93|PARTIAL|RAS
RT-00614|14/06/2024|VDR0008|CLI0114|Daloa|8|10|330,9|200,90|59,00|COMPLETED|Relance devis
RT-00615|2025-04-15|VDR0040|CLI0151|Lyon|3|1|165,5|134,48|24,96|COMPLETED|Client absent
RT-00616|2024-07-04|VDR0051|CLI0115|Rabat|3|1|45.8|29.43|15.09|PARTIAL|Prospection
RT-00617|2025-01-27|VDR0014|cli0230|Mahres|7|5|381.8|307.79|27.67|COMPLETED|Client absent
RT-00618|2024-10-03| VDR0008 |CLI0049|Rufisque|2|0|82,3|48,68|14,97|COMPLETED|RAS
RT-00619|13/06/2025|VDR0057|CLI0125|Settat|5|4|386.5|214.26|39.36|COMPLETED|Prospection
RT-00620|2024-11-25|vdr0015|CLI0152|Grenoble|2|2|88.0|66.76|31.40|COMPLETED|Livraison en attente
RT-00621|16/03/2025|VDR0046|CLI0025|Safi|6|4|160.0|82.62|30.37|PARTIAL|Prospection
RT-00622|2025-06-23|VDR0025|CLI0213|Yamoussoukro|3|3|314.2|229.30|46.19|PARTIAL|Prospection
RT-00623|2024-11-08|VDR0028|CLI0221|Cocody|8|8|331.0|246.54|5.21|COMPLETED|Relance devis
RT-00624|21/06/2024| VDR0039 |CLI0115|Rabat|5|4|84,7|58,07|16,38|COMPLETED|Livraison en attente
RT-00625|2024-06-28|VDR0002|CLI0202|Paris|7|8|20,4|12,40|54,05|CANCELLED|Prospection
RT-00626|16/03/2025| VDR0025 |CLI0048|Saint-Étienne|8|8|42,0|29,77|1,22|COMPLETED|Livraison en attente
RT-00627|2024-06-30| VDR0018 |cli0042|Guédiawaye|5|3|135,6|65,73|38,47|COMPLETED|Relance devis
RT-00628|2024-10-14|VDR0052|CLI0029|YAMOUSSOUKRO|7|8|389.0|304.35|3.57|COMPLETED|Client absent
RT-00629|2025-04-19|VDR0023|CLI0052|BOUAKÉ|2|3|124.9|97.48|42.84|CANCELLED|Livraison en attente
RT-00630|2024-09-22|vdr0037|CLI0183|Guédiawaye|5|5|52,7|26,61|13,00|COMPLETED|Relance devis
RT-00631|2025-06-19|VDR0047|CLI0123|Rabat|8|6|400.2|247.64|45.02|COMPLETED|Prospection
RT-00632|12/04/2024|VDR0057|cli0006|Saint-Étienne|8|9|419.2|292.56|36.70|COMPLETED|Prospection
RT-00633|2024-03-20|VDR0064|CLI0044|Essaouira|4|5|103,7|79,06|51,75|PARTIAL|Prospection
RT-00634|2024/08/18|VDR0049|CLI0216|La Marsa|5|7|323,2|218,85|18,26|COMPLETED|Client absent
RT-00635|27/05/2025|VDR0044|CLI0161|Nanterre|5|5|373.7|194.23|25.40|COMPLETED|Livraison en attente
RT-00636|2024-03-20|VDR0034|CLI0173|Yopougon|4|5|188,1|148,33|41,28|COMPLETED|Relance devis
RT-00637|2024-03-25|VDR0058|CLI0216|La Marsa|8|8|279.0|223.59|16.67|CANCELLED|RAS
RT-00638|2025-01-11|VDR0039|CLI0226|Ben Arous|6|6|296.1|229.95|48.53|PARTIAL|Prospection
RT-00639|08/12/2024|VDR0006|CLI0179|Mbour|8|10|199.0|120.20|18.85|COMPLETED|Prospection
RT-00640|11/03/2025|VDR0032|CLI0055|Kénitra|5|6|26.0|18.63|1.45|COMPLETED|Relance devis
RT-00641|2025-05-01|VDR0036|CLI0199|Paris|2|4|47,9|30,22|42,06|COMPLETED|Relance devis
RT-00642|2024-07-28|VDR0039|CLI0175|Tivaouane|7|9|344.3|250.46|56.45|COMPLETED|Prospection
RT-00643|2024-05-21|VDR0018|CLI0213|Yamoussoukro|5|3|62.8|34.85|55.67|COMPLETED|RAS
RT-00644|2024/03/12|VDR0052|CLI0196|Essaouira|7|5|81.0|51.83|61.33|CANCELLED|Relance devis
RT-00645|2024-05-02|vdr0020|CLI0108|Meknès|8|7|299,5|227,33|15,17|COMPLETED|Prospection
RT-00646|2024-06-10|VDR0004|CLI0053|La Marsa|6|8|305.8|221.64|43.22|COMPLETED|Prospection
RT-00647|2025-01-02|VDR0054|cli0116|Abidjan|5|7|25,8|13,46|40,10|COMPLETED|Livraison en attente
RT-00648|2024-10-11|VDR0032|CLI0208|Sfax|3|1|37.0|23.55|35.02|COMPLETED|Prospection
RT-00649|2025-06-24|VDR0007|CLI0027|Sakiet Ezzit|8|8|168,7|135,47|37,76|COMPLETED|Relance devis
RT-00650|2024-02-25|VDR0020|CLI0106|Mohammedia|2|3|270,5|216,92|13,23|COMPLETED|Client absent
RT-00651|28/02/2025|VDR0023|cli0167|Sfax|4|4|367.4|289.14|21.21|COMPLETED|Livraison en attente
RT-00652|2024-07-07|VDR0060|CLI0162|Mbour|2|3|126,6|84,31|27,49|COMPLETED|RAS
RT-00653|2024-02-03|VDR0018|CLI0216|La Marsa|6|4|21,8|13,79|41,31|PARTIAL|Relance devis
RT-00654|2024/07/07|vdr0033|CLI0086|Mahres|7|8|419,3|339,63|5,28|COMPLETED|Livraison en attente
RT-00655|2024-01-20|VDR0012|CLI0238|Bouaké|3|4|78,3|46,64|0,58|COMPLETED|Relance devis
RT-00656|2024-01-01|VDR0017|CLI0236|Mahres|3|4|320,5|185,02|54,89|COMPLETED|Relance devis
RT-00657|2025-01-11|VDR0036|CLI0174|Rufisque|3|4|21.6|16.87|17.68|COMPLETED|Prospection
RT-00658|2025-02-13|VDR0053|CLI0039|Guédiawaye|3|2|419,6|260,64|24,78|COMPLETED|Relance devis
RT-00659|27/06/2024|VDR0018|CLI0192|CASABLANCA|4|3|35.5|24.56|25.15|COMPLETED|Livraison en attente
RT-00660|2025-02-21|VDR0023|CLI0049|Rufisque|5|7|376.5|317.81|59.06|COMPLETED|Livraison en attente
RT-00661|2025-05-03|VDR0052|CLI0143|Grenoble|7|8|223,5|140,89|12,17|PARTIAL|Livraison en attente
RT-00662|09/09/2024|VDR0013|cli0084|Bouaké|6|5|96,1|80,76|38,97|COMPLETED|Relance devis
RT-00663|2025-02-12|VDR0019|cli0216|La Marsa|7|5|264,9|220,56|19,82|COMPLETED|Livraison en attente
RT-00664|2025-05-22|VDR0042|CLI0039|Guédiawaye|8|10|380.0|242.45|2.16|COMPLETED|Prospection
RT-00665|2024-01-12|VDR0043|CLI0159|Mohammedia|7|6|407.7|192.53|11.87|COMPLETED|Prospection
RT-00666|2025-02-14|vdr0017|CLI0235|Rufisque|8|10|394,8|323,14|63,63|COMPLETED|RAS
RT-00667|2025-04-04|VDR0053|CLI0105|YAMOUSSOUKRO|6|7|55.7|37.81|63.58|COMPLETED|Prospection
RT-00668|17/05/2025|VDR0033|CLI0031|Créteil|4|3|302,9|253,15|42,68|COMPLETED|Client absent
RT-00669|2024-03-16| VDR0064 |CLI0090|Abidjan|5|3|40.2|30.27|49.52|COMPLETED|Livraison en attente
RT-00670|2025-05-10|VDR0025|CLI0054|Paris|3|3|201.1|149.36|52.67|COMPLETED|Livraison en attente
RT-00671|2025-03-01|VDR0017|CLI0199|Paris|2|0|106.3|77.25|30.58|PARTIAL|Prospection
RT-00672|2024-04-01|vdr0062|CLI0178|Saint-Étienne|7|6|111,8|88,94|38,55|COMPLETED|Prospection
RT-00673|2024-12-20|VDR0011|CLI0187|Lyon|2|2|313,3|253,17|29,37|COMPLETED|Relance devis
RT-00674|2024-01-03|VDR0007|CLI0073|Safi|3|1|19.6|14.44|20.73|COMPLETED|RAS
RT-00675|2024-01-25|vdr0027|CLI0151|Lyon|8|7|170.0|128.67|48.00|COMPLETED|RAS
RT-00676|2025-03-31|VDR0002|CLI0039|Guédiawaye|3|5|173.7|126.65|5.89|COMPLETED|Client absent
RT-00677|2024/02/26| VDR0025 |CLI0155|Sfax|4|4|414.1|327.14|32.70|COMPLETED|RAS
RT-00678|2024/06/21|VDR0006|CLI0174|Rufisque|6|8|304,8|148,46|54,54|COMPLETED|Relance devis
RT-00679|22/01/2025|VDR0013|CLI0025|Safi|4|6|150.8|88.28|3.06|COMPLETED|Relance devis
RT-00680|2024-06-11|VDR0019|CLI0005|Marrakech|6|7|142.0|102.42|30.94|COMPLETED|Client absent
RT-00681|2024-07-20|VDR0011|CLI0114|Daloa|4|5|319.0|238.73|53.49|COMPLETED|Relance devis
RT-00682|2024-07-03|VDR0032|CLI0084|Bouaké|6|7|299,8|245,58|23,61|COMPLETED|Relance devis
RT-00683|2024/01/07| VDR0028 |CLI0233|Dakar|5|3|172,2|100,26|52,82|PARTIAL|RAS
RT-00684|15/03/2025|VDR0035|CLI0215|Marrakech|6|8|18.2|9.07|55.87|COMPLETED|Client absent
RT-00685|2024-01-24|VDR0034|CLI0087|GUÉDIAWAYE|3|4|79.0|59.47|36.95|COMPLETED|Livraison en attente
RT-00686|2025-03-16|VDR0006|CLI0035|CASABLANCA|5|5|364.5|297.76|61.59|COMPLETED|Livraison en attente
RT-00687|2024-10-15|VDR0037|CLI0237|Grenoble|6|4|148,4|74,16|1,06|PARTIAL|Prospection
RT-00688|11/02/2025|VDR0052|CLI0041|Rufisque|6|6|366.1|186.62|32.07|PARTIAL|Client absent
RT-00689|2024-11-13|VDR0055|cli0008|Meknès|4|5|196,3|156,15|10,03|COMPLETED|Prospection
RT-00690|2024-07-22| VDR0001 |CLI0018|Ben Arous|7|5|193,7|119,95|52,58|COMPLETED|Livraison en attente
RT-00691|2024-11-30|VDR0040|CLI0114|DALOA|2|3|244.7|204.92|47.57|PARTIAL|RAS
RT-00692|2024-03-22|VDR0051|CLI0112|Mohammedia|4|5|405.6|276.74|27.93|COMPLETED|Relance devis
RT-00693|08/01/2024|VDR0048|CLI0176|Saint-Étienne|8|7|204,8|171,67|64,60|PARTIAL|RAS
RT-00694|2024-07-09|VDR0021|CLI0007|Fès|5|6|259,4|141,83|12,33|PARTIAL|Prospection
RT-00695|2024-09-22|VDR0006|CLI0048|Saint-Étienne|3|3|366.8|200.28|10.65|COMPLETED|Client absent
RT-00696|2024/06/12|VDR0029|CLI0185|Tunis|4|3|231.6|108.55|15.49|PARTIAL|Livraison en attente
RT-00697|2024-10-12|VDR0038|cli0036|GRENOBLE|4|5|101,0|72,11|39,30|PARTIAL|Prospection
RT-00698|09/05/2024|VDR0050|CLI0015|Ben Arous|5|5|385,5|240,77|44,83|PARTIAL|Client absent
RT-00699|2024-08-06|VDR0020|CLI0048|SAINT-ÉTIENNE|5|4|328.3|267.71|32.03|COMPLETED|Prospection
